id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
123049,Ford,F-250 XL,2017,17900,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Black,None reported,Yes,47000
150687,BMW,M3 Competition xDrive,2022,24500,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Blue,At least 1 accident or damage reported,Yes,61995
56194,Land,Rover Range Rover 3.0L Supercharged HSE,2014,125000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,15495
59286,Chevrolet,Silverado 1500 High Country,2019,4451,Gasoline,5.3L V8 16V GDI OHV,9-Speed Automatic,Agate Black Metallic,Jet Black,None reported,,32368
153454,Land,Rover Range Rover Evoque SE Premium,2016,79500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,26000
37959,BMW,M6 Base,2016,40000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,36000
31196,Chevrolet,Silverado 1500 1LT,2002,232000,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,8500
100679,Lexus,LC 500 Base,2022,4457,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Santorin Black,Black,None reported,,269991
124413,Mercedes-Benz,CLS-Class CLS 550,2014,89700,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,32500
20801,GMC,Yukon XL Denali,2018,59500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,27450
11589,Rivian,R1S Adventure Package,2023,11000,,563.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,49999
25084,BMW,750 i xDrive,2016,85095,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,24000
133784,BMW,340 i,2019,76422,Gasoline,3.0 Liter Turbo,Automatic,Black Sapphire Metallic,Black,None reported,,28998
43936,Ford,Mustang V6 Premium,2013,73350,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,17000
111450,Chevrolet,Camaro 1SS,2017,16700,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,64000
157427,Kia,K900 5.0L,2017,99524,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,18998
166121,Chevrolet,Suburban 1500 LTZ,2017,58880,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,42800
689,Ford,Expedition XLT,2021,88883,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black Onyx,None reported,Yes,68495
111511,Porsche,Cayman Base,2009,110000,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,16000
97612,BMW,528 i,2014,81500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,15499
21370,Lexus,RX 350 Base,2013,100000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,8750
168597,Ford,Mustang V6,2015,75000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,32000
116623,Jeep,Wrangler Unlimited X,2006,142792,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,15000
14221,Kia,EV6 GT-Line,2014,48000,,320.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,17800
146186,Ford,F-150 XLT,2022,30455,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Agate Black Metallic,Black,None reported,,47698
39193,RAM,2500 Longhorn,2004,170552,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9250
156335,Lexus,RC 350 Base,2015,61341,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Atomic Silver,Black,At least 1 accident or damage reported,Yes,35557
140352,Lexus,GX 460 Premium,2022,22466,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,White,Rioja Red,None reported,Yes,45500
141344,Jaguar,F-PACE 25t Premium,2018,26000,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,32000
131631,Porsche,911 Carrera,2005,40000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,50000
24111,Lexus,RX 330 Base,2006,137333,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,10000
99678,Toyota,Tundra SR5 Double Cab,2022,20500,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,41500
179248,Ford,F-150 XLT,2011,121525,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,11000
52475,Chevrolet,Express 1500 Work Van,2016,134000,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,15500
92395,Mercedes-Benz,SL-Class SL 550,2013,130000,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,15500
158828,Porsche,911 GT3,2021,1800,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,136900
119457,Tesla,Model Y Long Range,2023,52000,,425.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,63500
67352,Lexus,RX 450h F SPORT Handling,2018,59500,Hybrid,2.0 Liter DOHC Turbo,Automatic,Caviar,Black,None reported,,32798
150398,Porsche,911 Carrera,2021,7800,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,72000
82784,Land,Rover Discovery HSE LUXURY,2018,52675,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,30500
37651,Chevrolet,Silverado 1500 ZR2,2021,76500,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Black,Jet Black,None reported,Yes,49427
112536,Kia,Sorento LX,2023,3572,Gasoline,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,Snow White Pearl,Black,None reported,,41899
66861,MINI,Hardtop Cooper S,2013,84000,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,26999
66536,Audi,A7 3.0T Premium Plus,2017,42400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,31000
32865,Toyota,Prius v Three,2016,106000,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,At least 1 accident or damage reported,Yes,12700
33778,BMW,740 i,2016,73091,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,39848
134851,Cadillac,Escalade ESV Platinum Edition,2009,155000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,11500
40840,BMW,M4 Base,2012,40000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,16000
50674,Porsche,911 Turbo S,2020,16280,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,139500
125763,Ford,Bronco Sport Outer Banks,2022,28121,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Metallic,Ebony,None reported,,56900
125195,BMW,328 xi,2005,184421,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,6750
129881,Jeep,Continental GT Base,2014,129567,E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Brown,Black,None reported,Yes,16700
118073,RAM,2500 Big Horn,2019,95115,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,18853
157542,Ford,Explorer sport,2016,117292,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,21500
18015,Cadillac,Escalade ESV Platinum,2019,73049,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Beige,None reported,Yes,36000
28852,Chevrolet,Suburban Premier,2017,70000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,19999
30528,Dodge,Durango GT,2021,15000,Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,39000
33277,Chevrolet,Camaro 2SS,2009,100000,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,14500
39294,Mercedes-Benz,E-Class E 350 4MATIC,2020,44000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,36800
107914,Porsche,911 Carrera 4 Cabriolet,2019,56000,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,33500
102313,Lincoln,Navigator Reserve,2023,3000,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Beige,None reported,Yes,51000
28881,Ford,F-150 Lariat,2021,48500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,46500
164149,Ford,Explorer XLT,2015,119000,E85 Flex Fuel,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,18999
4770,Cadillac,Escalade Platinum Edition,2015,157272,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Beige,None reported,Yes,28500
57271,Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,91877,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,134000
17166,BMW,M235 i,2016,69764,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,29950
28766,Land,Rover Range Rover Sport HSE,2018,56000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,37000
5067,Honda,Civic EX,2012,134747,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,8995
28347,Lexus,RX 330 Base,2003,87500,Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,15000
124528,Mercedes-Benz,AMG GL AMG GL 63 4MATIC,2019,13133,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,85950
113335,Lamborghini,Huracan EVO Coupe,2021,22480,Gasoline,5.2L V10 40V GDI DOHC,7-Speed Automatic with Auto-Shift,Blu,Nero Ade,None reported,,30490
19813,RAM,1500 Laramie,2022,28121,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,Yes,31995
74709,Porsche,Cayenne Turbo,2011,153350,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,10800
71525,Dodge,Ram 1500 Laramie Mega Cab,2001,141800,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,3500
154821,Porsche,911 Carrera 4,2015,14360,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,45950
88981,Porsche,911 Carrera,2005,18494,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,85500
128265,Ford,Mustang GT Premium,2009,60000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,26500
70673,Chevrolet,Avalanche 1500 LS,2007,103466,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,At least 1 accident or damage reported,Yes,3200
143175,Chevrolet,Corvette Base,2005,152270,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,7200
129178,Dodge,Dart SE,2003,94500,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Orange,Gray,At least 1 accident or damage reported,Yes,15499
19993,Ford,F-150 Platinum,2023,1500,E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,None reported,Yes,75000
67331,Audi,S4 3.0 Prestige,2018,77800,Gasoline,382.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,35500
93377,INFINITI,G35 Sport,2007,107380,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,74000
37526,Ford,F-150 XLT,2019,64552,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,At least 1 accident or damage reported,Yes,33885
159203,GMC,Sierra 1500 SLT,2015,127500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,24840
120854,Mercedes-Benz,C-Class C 300 4MATIC Sport,2017,59400,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,43000
48851,Ford,F-250 Lariat,2017,87500,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,Yes,38000
51917,Chevrolet,Avalanche 1500 LT,2012,162731,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,At least 1 accident or damage reported,Yes,12995
60830,RAM,1500 Laramie,2021,26177,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,18688
35591,Subaru,Impreza Outback Sport Wagon,2011,131000,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,17500
663,Mazda,Mazda6 i Touring,2016,122000,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,20000
175552,Jeep,Grand Cherokee L Limited,2022,22588,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Bright White Clearcoat,Global Black,None reported,,40036
49895,Hyundai,Santa Fe SE,2019,45815,Gasoline,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,35300
142762,Chevrolet,Corvette Base,2008,122961,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,13900
177968,Porsche,Panamera 4,2011,69000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,16750
152277,BMW,X7 xDrive40i,2022,30000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Brown,None reported,Yes,110000
74604,Lexus,GX 460 Base,2012,97097,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,20900
34350,Mercedes-Benz,G-Class G 550 4MATIC,2019,49899,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,59900
144537,Nissan,Pathfinder Platinum,2017,79635,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32000
153767,Toyota,FJ Cruiser Base,2021,38356,Gasoline,3.4L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic,Midnight Black Metallic,Black,None reported,Yes,33242
6459,Lexus,ES 350 Base,2017,80300,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,34999
155241,Subaru,BRZ Premium,2015,118600,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,19470
80035,Mercedes-Benz,E-Class E 350,2014,67000,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13750
133856,Chevrolet,Suburban Premier,2017,87500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,22800
116900,Porsche,911 Carrera GTS,2020,14245,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,9-Speed Automatic with Auto-Shift,White,Black,None reported,Yes,52991
133852,Nissan,Maxima SV,2019,74030,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,34500
186001,Volkswagen,Golf R 4-Door w/DCC & Navigation,2017,39750,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,21000
21443,Chevrolet,Tahoe LTZ,2011,123815,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,9250
43554,Porsche,911 Carrera C2S,2006,36000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,,,24995
147371,GMC,Sierra 2500 Denali,2006,56546,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,19950
47272,Rolls-Royce,Ghost Base,2016,8681,Gasoline,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,52000
174931,Porsche,Panamera Edition,2012,69000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,19000
118921,Audi,Q7 55 Prestige,2018,29294,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,38500
135216,Nissan,Titan SL,2020,15606,Gasoline,3.6 Liter,Automatic,Emin White,Black,None reported,,57998
160333,Chrysler,300 Touring,2004,162000,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,12240
79656,Porsche,911 GT3,2020,31000,Gasoline,502.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,172000
107446,Ford,F-250 Platinum,2021,112000,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Black,Black,None reported,Yes,69500
146419,Nissan,370Z Touring,2004,116226,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,Yes,10300
151860,RAM,1500 Tradesman/Express,2017,26000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,37000
5684,Ford,F-250 XLT SuperCab Super Duty,2008,69600,Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,27500
31463,Lexus,RX 350 RX 350 F SPORT Handling,2021,51984,Gasoline,3.5 Liter DOHC,Automatic,Caviar,Rioja Red,None reported,,22998
163638,Audi,A6 3.0T Prestige,2018,38000,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,41000
138975,Lincoln,Town Car Signature,2002,162731,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,7500
136512,Cadillac,Escalade EXT Base,2009,155000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,3500
141475,RAM,2500 Tradesman,2018,253500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47800
80755,Acura,RDX Advance Package,2022,3959,Gasoline,3.5L V6 24V GDI SOHC,10-Speed Automatic,Blue,Black,None reported,Yes,56750
124792,Dodge,Ram 1500 ST,2010,201509,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,8700
178892,Hyundai,Santa Fe SE,2017,52000,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,29500
27913,Mercedes-Benz,E-Class E 350,2016,99524,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,16500
83473,Ford,F-250 Lariat,2021,38600,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,None reported,Yes,61500
47675,Chevrolet,Equinox LT,2012,190000,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,6000
119353,Land,Rover Defender X,2023,5541,Hybrid,3.0 Liter,Automatic,Santorin Black,Black,None reported,,66998
128962,BMW,M3 Base,2008,13250,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,63900
161136,Chevrolet,Traverse Premier,2020,56000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,29500
37801,Audi,A6 2.0T Premium Plus,2016,73350,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Brown,None reported,Yes,18000
33670,Lexus,LS 430 Base,2007,157500,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,5230
165906,Toyota,4Runner Trail,2010,85766,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,None reported,Yes,17000
159994,INFINITI,QX60 Luxe,2014,154247,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,–,At least 1 accident or damage reported,Yes,7300
73757,Saturn,Sky Red Line,2016,90000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,24000
51054,BMW,650 Gran Coupe i xDrive,2014,76753,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,22995
30244,Nissan,GT-R Premium,2014,60000,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,13999
51387,Lexus,ES 330 Base,2007,108000,Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,12599
96775,Chrysler,300 S,2015,136000,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,14750
15110,Chevrolet,Express 2500 Work Van,2012,107000,E85 Flex Fuel,324.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,15990
55981,Tesla,Model 3 Long Range,2022,36000,,670.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,93999
158227,Land,Rover Range Rover Evoque Pure,2015,84000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,21000
86935,Chevrolet,Camaro 2LT,2021,16900,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,43000
117542,BMW,M3 Base,2012,129999,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,None reported,Yes,39000
172067,Mercedes-Benz,S-Class S500,2005,65800,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,44850
144817,Tesla,Model S 100D,2017,91403,,518.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,26800
74157,Mercedes-Benz,E-Class E 350,2020,23900,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,53000
61270,BMW,650 Gran Coupe i xDrive,2016,81500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,23900
103447,Lincoln,Mark LT Base,2006,113000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,5899
179289,Mercedes-Benz,AMG GLC 63 Base 4MATIC,2021,9281,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Red,None reported,Yes,86900
64854,Audi,S4 3.0T Premium Plus,2014,60000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,20000
9680,BMW,320 i xDrive,2016,67800,Gasoline,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,17999
86543,Buick,Envision Essence,2020,15175,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,,21612
30371,Mercedes-Benz,E-Class E 350 4MATIC,2017,68816,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Saddle Brown,None reported,Yes,24590
